,país,gênero,altura,peso,comida fav.,programa fav.,esporte fav.
5859,Brasil,F,188,95,Bagel,Friends,Natação
5860,Brasil,F,172,65,Clam Chowder,Jaspion,Natação
5861,EUA,M,176,115,Feijoada,A Casa de Papel,Boxe
5862,Brasil,M,184,80,Pizza,Law and Order,Atletismo
5863,EUA,F,180,95,Churrasco,Friends,Esqui
5864,Brasil,M,192,80,Feijoada,Narcos,Basquete
5865,EUA,M,196,105,Bagel,A Casa de Papel,Basebol
5866,Brasil,M,188,90,Churrasco,Chaves,Vôlei
5867,Brasil,M,176,85,Bagel,Law and Order,Boliche
5868,EUA,F,192,115,Feijoada,Law and Order,Boxe
5869,Brasil,F,204,85,Acarajé,Jaspion,Basquete
5870,Brasil,F,176,80,Pizza,Chicago Fire,Boliche
5871,Brasil,M,192,70,Arroz Trop.,Friends,Atletismo
5872,EUA,F,200,95,Hummus,Family Feud,Luta Livre
5873,EUA,M,188,120,Arroz Trop.,A Casa de Papel,Futebol Am.
5874,Brasil,M,188,95,Hamburguer,Chicago Fire,MMA
5875,EUA,M,204,115,Pizza,Law and Order,Natação
5876,Brasil,F,204,120,Torta de Maçã,Narcos,Boxe
5877,Brasil,M,184,100,Feijoada,Friends,Futebol
5878,EUA,M,192,90,Hummus,Friends,Boxe
5879,Brasil,F,204,75,Clam Chowder,A Usurpadora,Futebol
5880,Brasil,M,192,75,Clam Chowder,Chicago Fire,Futebol
5881,Brasil,M,192,55,Feijoada,Friends,MMA
5882,EUA,M,180,90,Pizza,Chicago Fire,Boxe
5883,Brasil,F,196,100,Clam Chowder,A Grande Família,Futebol
5884,Brasil,M,192,85,Bagel,A Usurpadora,Boxe
5885,EUA,M,188,110,Hummus,A Casa de Papel,Luta Livre
5886,EUA,M,192,125,Hamburguer,A Usurpadora,Natação
5887,EUA,F,192,125,Hummus,Jeopardy,Basebol
5888,Brasil,F,176,75,Pizza,A Usurpadora,Basquete
5889,Brasil,M,200,115,Pizza,Jeopardy,Basquete
5890,Brasil,M,184,70,Bagel,Jaspion,Atletismo
5891,Brasil,F,196,100,Churrasco,A Usurpadora,Basquete
5892,Brasil,M,184,80,Bagel,Friends,Futebol Am.
5893,EUA,M,180,70,Bagel,Narcos,Basquete
5894,Brasil,M,200,60,Hummus,Law and Order,MMA
5895,EUA,M,196,90,Pizza,Jaspion,Atletismo
5896,Brasil,M,180,105,Clam Chowder,A Casa de Papel,Boxe
5897,EUA,F,200,85,Churrasco,A Usurpadora,Boxe
5898,Brasil,M,192,100,Pizza,Narcos,Futebol
5899,Brasil,F,168,95,Clam Chowder,A Casa de Papel,Futebol de Salão
5900,Brasil,F,180,65,Acarajé,Chicago Fire,Luta Livre
5901,Brasil,M,196,75,Pizza,Law and Order,Boliche
5902,EUA,F,200,95,Bagel,Chicago Fire,Boliche
5903,Brasil,F,204,85,Pizza,Chicago Fire,Futebol
5904,Brasil,M,196,90,Hummus,Law and Order,Boxe
5905,Brasil,F,176,70,Arroz Trop.,A Casa de Papel,Boliche
5906,Brasil,F,172,85,Hummus,Law and Order,Basquete
5907,EUA,M,204,120,Feijoada,Jaspion,Luta Livre
5908,EUA,M,188,105,Churrasco,Friends,Futebol Am.
5909,Brasil,F,196,90,Bagel,A Grande Família,Vôlei
5910,Brasil,M,200,80,Hummus,Narcos,Basquete
5911,Brasil,F,204,95,Feijoada,Jaspion,Boxe
5912,Brasil,M,172,100,Arroz Trop.,Friends,Boliche
5913,Brasil,F,184,65,Hummus,Narcos,Basquete
5914,Brasil,F,184,95,Churrasco,Jaspion,Boxe
5915,EUA,F,196,80,Feijoada,A Casa de Papel,Basebol
5916,EUA,M,176,105,Hamburguer,Narcos,Futebol Am.
5917,Brasil,M,196,105,Clam Chowder,Cops,Vôlei
5918,EUA,F,180,100,Hamburguer,Friends,Boliche
5919,Brasil,M,168,85,Hamburguer,Jaspion,Basquete
5920,Brasil,F,192,80,Feijoada,Narcos,Atletismo
5921,Brasil,F,180,100,Hummus,Narcos,Futebol
5922,EUA,F,192,100,Hummus,WWE Smackdown,Esqui
5923,EUA,M,188,75,Tacos,A Casa de Papel,Futebol
5924,EUA,M,192,110,Tacos,WWE Smackdown,Basebol
5925,EUA,M,188,110,Hummus,Narcos,Basebol
5926,EUA,F,172,80,Vatapá,Law and Order,Boliche
5927,EUA,F,184,70,Pizza,A Casa de Papel,Boliche
5928,EUA,M,180,105,Tacos,Friends,Natação
5929,EUA,M,184,75,Hamburguer,Chaves,Boxe
5930,Brasil,F,180,90,Hamburguer,Narcos,Boxe
5931,EUA,F,184,105,Hamburguer,A Casa de Papel,Basquete
5932,Brasil,F,168,100,Feijoada,Chicago Fire,Boxe
5933,Brasil,F,188,115,Feijoada,Law and Order,Atletismo
5934,Brasil,M,184,80,Arroz Trop.,Narcos,Basquete
5935,EUA,F,168,115,Churrasco,Chicago Fire,Atletismo
5936,Brasil,F,192,85,Churrasco,Family Feud,Vôlei
5937,Brasil,F,180,95,Churrasco,Chicago Fire,Atletismo
5938,Brasil,F,192,75,Hamburguer,WWE Smackdown,Luta Livre
5939,EUA,M,176,105,Hummus,A Usurpadora,Natação
5940,Brasil,F,180,70,Vatapá,A Casa de Papel,Natação
5941,Brasil,F,204,120,Hamburguer,A Casa de Papel,Vôlei
5942,EUA,M,184,85,Bagel,Jeopardy,Boliche
5943,Brasil,F,204,110,Bagel,Friends,Basquete
5944,EUA,M,188,95,Arroz Trop.,A Casa de Papel,Atletismo
5945,EUA,M,192,100,Clam Chowder,Friends,Atletismo
5946,EUA,F,196,110,Hummus,Narcos,Futebol
5947,Brasil,M,180,80,Tacos,A Casa de Papel,Boliche
5948,Brasil,F,176,90,Clam Chowder,Narcos,Natação
5949,EUA,M,188,105,Bagel,Family Feud,Atletismo
5950,EUA,M,184,110,Pizza,Law and Order,Boliche
5951,Brasil,M,176,85,Feijoada,A Usurpadora,Atletismo
5952,Brasil,M,176,100,Acarajé,A Casa de Papel,MMA
5953,EUA,M,196,90,Feijoada,Jaspion,Atletismo
5954,EUA,F,196,95,Pizza,A Grande Família,Boxe
5955,Brasil,F,188,55,Pizza,Law and Order,Natação
5956,EUA,F,196,90,Churrasco,Friends,Basebol
5957,EUA,F,184,105,Hamburguer,WWE Smackdown,Futebol de Salão
5958,EUA,M,196,95,Feijoada,Chicago Fire,Futebol Am.
5959,EUA,M,184,110,Torta de Maçã,Chicago Fire,Basquete
5960,Brasil,M,200,110,Bagel,A Casa de Papel,Futebol
5961,Brasil,F,184,70,Clam Chowder,Friends,Basquete
5962,Brasil,M,172,85,Tacos,Chaves,Boliche
5963,EUA,M,192,80,Churrasco,Chicago Fire,Boliche
5964,Brasil,M,208,105,Bagel,Chicago Fire,Atletismo
5965,Brasil,F,180,85,Hamburguer,Jaspion,Luta Livre
5966,EUA,F,180,110,Bagel,Chicago Fire,Boliche
5967,EUA,M,168,90,Clam Chowder,Friends,Basquete
5968,EUA,F,192,100,Pizza,Family Feud,Futebol
5969,EUA,M,180,95,Pizza,Law and Order,Boxe
5970,Brasil,F,184,105,Pizza,Narcos,Atletismo
5971,EUA,M,196,90,Hummus,WWE Smackdown,Esqui
5972,EUA,M,188,125,Feijoada,Friends,Vôlei
5973,Brasil,F,184,100,Hamburguer,Jaspion,Basquete
5974,Brasil,F,196,95,Acarajé,Friends,MMA
5975,EUA,F,188,70,Pizza,Jaspion,Basquete
5976,Brasil,M,184,90,Arroz Trop.,A Casa de Papel,Natação
5977,EUA,F,176,95,Pizza,WWE Smackdown,Boliche
5978,EUA,F,184,115,Tacos,Family Feud,Natação
5979,Brasil,M,196,95,Hummus,Chicago Fire,Natação
5980,Brasil,M,180,75,Feijoada,Law and Order,Boliche
5981,Brasil,F,200,95,Churrasco,Jaspion,MMA
5982,Brasil,F,164,80,Bagel,A Casa de Papel,Basquete
5983,Brasil,M,176,100,Feijoada,Chicago Fire,Vôlei
5984,EUA,F,176,85,Tacos,Law and Order,Futebol
5985,EUA,M,192,105,Hamburguer,Law and Order,Esqui
5986,EUA,M,172,95,Hamburguer,Chaves,MMA
5987,EUA,F,188,95,Bagel,Cops,Luta Livre
5988,EUA,M,200,95,Arroz Trop.,Chicago Fire,Basquete
5989,EUA,F,200,90,Feijoada,WWE Smackdown,Basquete
5990,Brasil,M,176,80,Hamburguer,A Casa de Papel,MMA
5991,Brasil,F,208,90,Pizza,A Casa de Papel,Futebol Am.
5992,Brasil,F,200,65,Torta de Maçã,Jaspion,Atletismo
5993,Brasil,F,184,100,Hummus,A Usurpadora,Atletismo
5994,EUA,M,172,115,Bagel,Law and Order,Vôlei
5995,Brasil,F,188,105,Churrasco,Friends,Basquete
5996,EUA,M,192,100,Feijoada,Law and Order,Luta Livre
5997,Brasil,F,180,105,Feijoada,Law and Order,Boliche
5998,Brasil,F,188,110,Bagel,Law and Order,MMA
5999,Brasil,M,184,85,Hummus,A Usurpadora,Natação
6000,Brasil,F,200,75,Churrasco,Jaspion,Natação
6001,EUA,M,184,110,Bagel,Jeopardy,Natação
6002,Brasil,M,184,100,Clam Chowder,WWE Smackdown,MMA
6003,EUA,M,184,120,Arroz Trop.,Jeopardy,Boxe
6004,EUA,F,184,95,Hamburguer,A Casa de Papel,Basebol
6005,Brasil,F,180,60,Acarajé,Narcos,Atletismo
6006,EUA,F,172,85,Feijoada,Chicago Fire,Boliche
6007,EUA,F,180,90,Arroz Trop.,Narcos,Boxe
6008,Brasil,F,188,75,Pizza,Friends,Futebol
6009,EUA,M,196,95,Pizza,WWE Smackdown,Basquete
6010,EUA,M,200,80,Hummus,A Casa de Papel,Boxe
6011,EUA,M,204,90,Bagel,Family Feud,Basquete
6012,EUA,F,184,110,Tacos,Jeopardy,Boliche
6013,EUA,F,200,90,Arroz Trop.,A Casa de Papel,Futebol Am.
6014,EUA,M,192,60,Pizza,Law and Order,Futebol Am.
6015,Brasil,F,184,110,Hamburguer,Chicago Fire,MMA
6016,EUA,M,200,90,Acarajé,WWE Smackdown,Futebol Am.
6017,Brasil,M,208,60,Acarajé,Narcos,Basquete
6018,EUA,M,184,90,Pizza,Jaspion,Boxe
6019,EUA,M,188,105,Pizza,Jeopardy,Boxe
6020,EUA,F,188,75,Bagel,A Usurpadora,Basebol
6021,EUA,M,184,105,Clam Chowder,A Casa de Papel,Atletismo
6022,EUA,M,188,105,Churrasco,WWE Smackdown,Basquete
6023,Brasil,M,204,80,Acarajé,WWE Smackdown,Atletismo
6024,Brasil,M,204,85,Churrasco,Law and Order,Luta Livre
6025,EUA,F,180,110,Tacos,Cops,Futebol Am.
6026,EUA,F,180,75,Hummus,A Casa de Papel,Basquete
6027,Brasil,F,172,80,Churrasco,Law and Order,Atletismo
6028,EUA,F,192,100,Hummus,Jeopardy,Futebol
6029,EUA,F,188,85,Bagel,Jaspion,Futebol
6030,Brasil,F,180,80,Feijoada,Narcos,Boxe
6031,Brasil,M,172,80,Hamburguer,Jeopardy,Boxe
6032,EUA,M,200,85,Feijoada,Narcos,Boliche
6033,Brasil,F,208,80,Tacos,A Usurpadora,Atletismo
6034,Brasil,M,176,85,Hamburguer,A Grande Família,Boxe
6035,EUA,M,192,110,Churrasco,A Casa de Papel,Luta Livre
6036,Brasil,M,204,100,Arroz Trop.,Chicago Fire,Atletismo
6037,EUA,M,188,105,Hamburguer,Family Feud,Luta Livre
6038,EUA,M,196,75,Hummus,Friends,Boliche
6039,Brasil,M,204,85,Hummus,Jaspion,Vôlei
6040,Brasil,M,176,90,Arroz Trop.,A Usurpadora,MMA
6041,Brasil,M,176,85,Hummus,Chicago Fire,Atletismo
6042,EUA,M,188,80,Pizza,A Casa de Papel,Atletismo
6043,EUA,M,192,85,Pizza,Law and Order,Boxe
6044,EUA,M,188,95,Feijoada,Law and Order,Atletismo
6045,Brasil,F,180,85,Churrasco,Chicago Fire,Basquete
6046,EUA,M,188,85,Pizza,WWE Smackdown,Esqui
6047,Brasil,F,180,70,Hamburguer,Narcos,Vôlei
6048,Brasil,F,176,100,Hummus,WWE Smackdown,Atletismo
6049,Brasil,M,172,100,Pizza,Narcos,Atletismo
6050,EUA,F,164,105,Pizza,A Usurpadora,Boxe
6051,Brasil,M,172,80,Churrasco,Narcos,Basquete
6052,Brasil,F,184,85,Arroz Trop.,Chicago Fire,Natação
6053,Brasil,M,200,95,Clam Chowder,Chicago Fire,Vôlei
6054,Brasil,F,180,115,Churrasco,Jaspion,Natação
6055,Brasil,M,180,90,Feijoada,A Casa de Papel,Boliche
6056,EUA,F,192,105,Clam Chowder,Narcos,Boxe
6057,EUA,M,196,95,Acarajé,Friends,Basebol
6058,EUA,F,184,105,Hummus,Jeopardy,Luta Livre
6059,Brasil,M,196,110,Feijoada,A Casa de Papel,Boliche
6060,EUA,F,204,105,Hummus,A Casa de Papel,Natação
6061,EUA,F,196,100,Hamburguer,Narcos,Atletismo
6062,Brasil,M,188,100,Clam Chowder,A Casa de Papel,Futebol Am.
6063,Brasil,F,192,65,Acarajé,A Usurpadora,Boxe
6064,Brasil,F,204,110,Feijoada,Jaspion,MMA
6065,Brasil,F,188,75,Arroz Trop.,WWE Smackdown,Vôlei
6066,EUA,M,204,110,Pizza,Chicago Fire,MMA
6067,EUA,M,196,110,Churrasco,Chicago Fire,Luta Livre
6068,EUA,M,180,75,Tacos,Law and Order,Futebol de Salão
6069,Brasil,M,204,85,Feijoada,Jaspion,Futebol Am.
6070,Brasil,F,184,90,Churrasco,Narcos,MMA
6071,EUA,M,184,90,Churrasco,Jeopardy,Vôlei
6072,EUA,M,192,100,Hamburguer,Cops,Natação
6073,Brasil,M,204,100,Bagel,Law and Order,Basquete
6074,EUA,F,176,90,Pizza,WWE Smackdown,Futebol Am.
6075,EUA,F,188,100,Pizza,Law and Order,Basquete
6076,Brasil,F,172,65,Churrasco,Jaspion,MMA
6077,EUA,M,204,95,Hummus,Chicago Fire,Boliche
6078,EUA,F,180,110,Clam Chowder,Chicago Fire,Luta Livre
6079,EUA,M,184,120,Hamburguer,Jaspion,Atletismo
6080,Brasil,M,208,115,Arroz Trop.,Family Feud,Atletismo
6081,EUA,M,204,85,Churrasco,Family Feud,Natação
6082,Brasil,F,184,80,Hummus,Jeopardy,MMA
6083,EUA,M,188,120,Tacos,Narcos,Vôlei
6084,EUA,F,196,110,Hummus,Chicago Fire,Natação
6085,EUA,F,196,110,Bagel,Narcos,Luta Livre
6086,Brasil,M,180,75,Arroz Trop.,WWE Smackdown,Atletismo
6087,Brasil,F,164,85,Churrasco,A Usurpadora,Atletismo
6088,Brasil,M,172,95,Churrasco,Narcos,Vôlei
6089,Brasil,M,208,100,Vatapá,Family Feud,Boxe
6090,EUA,M,172,110,Bagel,Law and Order,Boliche
6091,Brasil,M,200,100,Hamburguer,Friends,Atletismo
6092,EUA,F,192,115,Hamburguer,Law and Order,Luta Livre
6093,Brasil,F,180,100,Clam Chowder,A Casa de Papel,Basquete
6094,EUA,F,192,125,Hummus,WWE Smackdown,Luta Livre
6095,Brasil,F,192,95,Feijoada,Chaves,Boxe
6096,Brasil,F,188,90,Churrasco,Jaspion,Atletismo
6097,EUA,F,172,125,Arroz Trop.,Family Feud,Boliche
6098,Brasil,M,204,65,Vatapá,Narcos,MMA
6099,EUA,F,188,120,Torta de Maçã,Law and Order,Luta Livre
6100,EUA,F,176,105,Hamburguer,Friends,MMA
6101,Brasil,F,192,75,Churrasco,Friends,Boliche
6102,EUA,F,196,80,Hummus,Law and Order,Boliche
6103,EUA,M,184,115,Feijoada,Chicago Fire,Boliche
6104,Brasil,M,188,110,Pizza,A Usurpadora,Natação
6105,EUA,M,196,80,Pizza,Family Feud,Basquete
6106,EUA,F,200,90,Hamburguer,WWE Smackdown,MMA
6107,EUA,M,196,70,Pizza,Law and Order,Atletismo
6108,Brasil,F,184,70,Feijoada,A Casa de Papel,Boliche
6109,EUA,M,196,95,Tacos,WWE Smackdown,Basquete
6110,EUA,M,196,105,Hamburguer,Chicago Fire,Basquete
6111,Brasil,F,196,90,Churrasco,Chaves,Natação
6112,Brasil,M,200,80,Acarajé,Chaves,Basquete
6113,EUA,M,188,90,Arroz Trop.,Law and Order,Atletismo
6114,Brasil,M,192,90,Feijoada,A Usurpadora,Basquete
6115,Brasil,M,188,100,Arroz Trop.,A Casa de Papel,Natação
6116,Brasil,F,188,90,Churrasco,Jaspion,Futebol
6117,EUA,M,172,115,Tacos,Friends,Boliche
6118,EUA,F,196,85,Feijoada,Family Feud,Atletismo
6119,EUA,M,204,110,Hamburguer,Jeopardy,Boxe
6120,EUA,F,184,70,Hamburguer,Jeopardy,MMA
6121,Brasil,M,192,80,Acarajé,WWE Smackdown,MMA
6122,EUA,M,172,100,Tacos,Law and Order,Futebol Am.
6123,EUA,M,176,110,Feijoada,Chicago Fire,Atletismo
6124,EUA,M,204,105,Bagel,A Usurpadora,Atletismo
6125,Brasil,M,196,85,Hamburguer,Law and Order,Futebol Am.
6126,Brasil,F,184,75,Bagel,Chaves,Vôlei
6127,EUA,F,172,80,Hamburguer,Narcos,Basebol
6128,EUA,M,184,80,Bagel,Family Feud,Futebol Am.
6129,EUA,F,180,85,Pizza,Jeopardy,Atletismo
6130,Brasil,M,200,75,Clam Chowder,Jaspion,Boliche
6131,EUA,M,204,115,Tacos,Family Feud,Atletismo
6132,EUA,M,188,90,Pizza,A Casa de Papel,Atletismo
6133,EUA,M,188,100,Hummus,Friends,Atletismo
6134,Brasil,M,188,55,Hamburguer,Friends,Futebol Am.
6135,EUA,F,208,80,Bagel,Friends,Boxe
6136,EUA,M,192,110,Hummus,Chicago Fire,Futebol Am.
6137,Brasil,M,192,80,Bagel,Narcos,Atletismo
6138,EUA,M,184,90,Torta de Maçã,Friends,Boxe
6139,Brasil,M,196,95,Acarajé,Jaspion,Boxe
6140,Brasil,F,172,100,Tacos,A Casa de Papel,Boliche
6141,EUA,M,200,80,Pizza,Friends,MMA
6142,Brasil,M,164,90,Pizza,Chicago Fire,Futebol Am.
6143,Brasil,M,192,95,Pizza,Law and Order,MMA
6144,Brasil,F,184,95,Acarajé,Chicago Fire,Basebol
6145,EUA,F,204,100,Hamburguer,Jeopardy,Futebol Am.
6146,EUA,F,172,105,Hummus,Jeopardy,Basquete
6147,Brasil,M,188,110,Hamburguer,Jaspion,Basquete
6148,EUA,M,184,70,Bagel,WWE Smackdown,Atletismo
6149,Brasil,M,200,75,Acarajé,A Casa de Papel,Basebol
6150,EUA,M,184,100,Clam Chowder,Law and Order,Vôlei
6151,EUA,F,180,90,Bagel,Jaspion,Futebol Am.
6152,EUA,F,184,90,Clam Chowder,Jeopardy,Atletismo
6153,Brasil,F,196,95,Pizza,Jeopardy,Boxe
6154,Brasil,M,200,85,Vatapá,A Casa de Papel,MMA
6155,Brasil,M,192,80,Churrasco,A Casa de Papel,Boxe
6156,Brasil,M,188,100,Hamburguer,A Casa de Papel,Futebol
6157,Brasil,M,168,100,Arroz Trop.,Friends,Natação
6158,EUA,F,200,100,Hummus,Friends,Boxe
6159,EUA,M,180,95,Hamburguer,Chicago Fire,MMA
6160,EUA,F,200,110,Pizza,Jaspion,Basquete
6161,Brasil,M,192,100,Hummus,Jaspion,MMA
6162,EUA,M,172,115,Clam Chowder,A Usurpadora,Boliche
6163,EUA,M,172,120,Pizza,Jeopardy,Atletismo
6164,EUA,F,200,100,Acarajé,Chicago Fire,Basquete
6165,Brasil,F,192,110,Churrasco,Chicago Fire,Basebol
6166,EUA,F,188,85,Feijoada,Chicago Fire,Vôlei
6167,Brasil,F,192,90,Hamburguer,Narcos,Futebol
6168,EUA,F,200,105,Hamburguer,A Casa de Papel,Natação
6169,EUA,F,200,70,Clam Chowder,Jaspion,Atletismo
6170,Brasil,F,188,55,Hamburguer,A Casa de Papel,Boxe
6171,EUA,F,164,90,Vatapá,Cops,Luta Livre
6172,Brasil,M,200,105,Arroz Trop.,Friends,MMA
6173,EUA,F,180,85,Torta de Maçã,Family Feud,Atletismo
6174,EUA,F,192,80,Churrasco,Chaves,Futebol Am.
6175,Brasil,F,184,75,Feijoada,Jaspion,Boliche
6176,Brasil,F,192,90,Clam Chowder,A Usurpadora,Boxe
6177,Brasil,M,168,80,Acarajé,A Casa de Papel,Atletismo
6178,EUA,M,176,100,Bagel,WWE Smackdown,Futebol Am.
6179,Brasil,M,176,95,Pizza,A Casa de Papel,Boxe
6180,EUA,F,184,110,Clam Chowder,Chicago Fire,Basquete
6181,EUA,M,184,95,Arroz Trop.,Family Feud,MMA
6182,EUA,M,180,90,Feijoada,Cops,Basebol
6183,Brasil,F,192,95,Clam Chowder,Law and Order,Atletismo
6184,Brasil,M,196,100,Arroz Trop.,Chicago Fire,Vôlei
6185,Brasil,M,192,100,Churrasco,Chicago Fire,Futebol Am.
6186,Brasil,M,172,85,Pizza,Narcos,Atletismo
6187,EUA,F,200,90,Hamburguer,Chicago Fire,Futebol Am.
6188,EUA,F,184,90,Hamburguer,WWE Smackdown,Futebol Am.
6189,EUA,F,176,100,Clam Chowder,Narcos,Luta Livre
6190,EUA,F,188,70,Feijoada,A Usurpadora,Basquete
6191,Brasil,F,192,100,Feijoada,Law and Order,Boliche
6192,Brasil,F,200,80,Acarajé,A Casa de Papel,MMA
6193,Brasil,M,172,85,Arroz Trop.,WWE Smackdown,Natação
6194,Brasil,M,192,95,Feijoada,Law and Order,Natação
6195,EUA,M,192,70,Clam Chowder,Chicago Fire,Boliche
6196,EUA,F,176,75,Bagel,Chicago Fire,Atletismo
6197,EUA,F,172,90,Churrasco,Friends,Vôlei
6198,Brasil,F,196,90,Hummus,Law and Order,Boxe
6199,EUA,F,192,85,Hummus,Family Feud,Boxe
6200,EUA,M,188,65,Hummus,A Casa de Papel,Futebol Am.
6201,Brasil,F,172,75,Pizza,Law and Order,Atletismo
6202,Brasil,F,176,85,Churrasco,WWE Smackdown,Boliche
6203,EUA,F,176,90,Arroz Trop.,A Casa de Papel,Luta Livre
6204,EUA,F,200,105,Pizza,A Usurpadora,Atletismo
6205,EUA,M,188,90,Hamburguer,Chicago Fire,Boxe
6206,EUA,F,176,105,Churrasco,WWE Smackdown,Basquete
6207,Brasil,M,200,65,Arroz Trop.,WWE Smackdown,MMA
6208,EUA,M,188,95,Hummus,A Casa de Papel,MMA
6209,EUA,M,192,110,Churrasco,Chicago Fire,Boliche
6210,EUA,M,180,75,Pizza,A Usurpadora,Atletismo
6211,Brasil,M,176,75,Feijoada,Chicago Fire,Basquete
6212,Brasil,M,204,100,Feijoada,A Casa de Papel,MMA
6213,EUA,F,180,80,Bagel,A Usurpadora,Futebol
6214,EUA,F,172,85,Churrasco,WWE Smackdown,Natação
6215,EUA,M,176,85,Churrasco,WWE Smackdown,Basquete
6216,Brasil,M,184,105,Churrasco,A Usurpadora,Atletismo
6217,EUA,F,164,95,Hamburguer,Jaspion,Atletismo
6218,Brasil,F,172,95,Hamburguer,Narcos,Boxe
6219,Brasil,F,196,80,Arroz Trop.,A Usurpadora,Boliche
6220,Brasil,M,184,105,Hummus,Narcos,Boxe
6221,Brasil,M,208,75,Feijoada,A Usurpadora,Vôlei
6222,EUA,M,200,110,Clam Chowder,WWE Smackdown,Futebol Am.
6223,EUA,F,192,90,Hummus,Narcos,Futebol
6224,EUA,F,196,100,Bagel,A Usurpadora,Boxe
6225,Brasil,M,176,90,Bagel,Narcos,Futebol Am.
6226,Brasil,M,192,70,Arroz Trop.,Jaspion,Natação
6227,EUA,M,200,90,Pizza,Law and Order,Boxe
6228,EUA,M,196,105,Pizza,A Casa de Papel,Vôlei
6229,EUA,M,192,115,Clam Chowder,Friends,Boxe
6230,Brasil,M,200,85,Churrasco,A Usurpadora,Atletismo
6231,EUA,F,200,75,Hamburguer,Narcos,Natação
6232,Brasil,M,188,70,Churrasco,WWE Smackdown,MMA
6233,Brasil,M,180,85,Feijoada,A Casa de Papel,Basquete
6234,EUA,M,184,100,Hummus,A Casa de Papel,Atletismo
6235,EUA,M,176,95,Hamburguer,Friends,Boliche
6236,EUA,F,192,90,Bagel,A Usurpadora,Natação
6237,Brasil,F,172,70,Vatapá,Chicago Fire,Esqui
6238,EUA,F,200,95,Arroz Trop.,Chicago Fire,Vôlei
6239,EUA,M,208,105,Acarajé,A Casa de Papel,Futebol Am.
6240,EUA,F,188,105,Feijoada,Jaspion,Boliche
6241,Brasil,M,184,95,Hamburguer,A Casa de Papel,Boxe
6242,Brasil,F,176,85,Churrasco,Narcos,Luta Livre
6243,Brasil,F,172,60,Pizza,Chicago Fire,MMA
6244,Brasil,M,196,100,Feijoada,Chaves,Boxe
6245,EUA,F,200,95,Hummus,Chicago Fire,Boliche
6246,Brasil,M,176,80,Clam Chowder,Narcos,Atletismo
6247,Brasil,M,184,95,Feijoada,Law and Order,Natação
6248,EUA,M,196,95,Hamburguer,Chicago Fire,Basquete
6249,Brasil,M,196,105,Pizza,Friends,Boxe
6250,EUA,M,196,75,Feijoada,A Usurpadora,Boxe
6251,Brasil,M,204,75,Arroz Trop.,Chicago Fire,Futebol Am.
6252,Brasil,F,188,110,Bagel,Chicago Fire,Basquete
6253,EUA,F,168,85,Hamburguer,Family Feud,Luta Livre
6254,EUA,F,184,75,Hummus,Narcos,Boxe
6255,Brasil,M,180,110,Acarajé,Friends,MMA
6256,EUA,F,176,95,Hamburguer,Jaspion,Futebol
6257,Brasil,M,192,55,Arroz Trop.,Chicago Fire,Atletismo
6258,Brasil,M,204,95,Vatapá,A Casa de Papel,Futebol
6259,Brasil,F,208,95,Churrasco,Narcos,Natação
6260,Brasil,M,200,95,Hamburguer,A Casa de Papel,Vôlei
6261,EUA,F,196,120,Hamburguer,Friends,Boxe
6262,EUA,M,204,105,Bagel,WWE Smackdown,Luta Livre
6263,Brasil,F,192,85,Arroz Trop.,Narcos,Boxe
6264,EUA,M,168,120,Hummus,Law and Order,Boliche
6265,EUA,F,180,95,Hamburguer,Friends,Futebol Am.
6266,EUA,F,200,90,Bagel,Narcos,Basquete
6267,EUA,F,184,105,Feijoada,Family Feud,Natação
6268,EUA,M,176,55,Bagel,Chicago Fire,Boxe
6269,Brasil,M,176,75,Hamburguer,Friends,Futebol
6270,Brasil,F,196,120,Hamburguer,Narcos,Boxe
6271,Brasil,M,188,85,Hummus,Friends,Boxe
6272,EUA,M,180,100,Clam Chowder,Chicago Fire,Luta Livre
6273,Brasil,F,180,85,Arroz Trop.,Chicago Fire,Atletismo
6274,Brasil,F,184,85,Churrasco,Friends,Natação
6275,Brasil,F,176,90,Churrasco,Jaspion,Luta Livre
6276,Brasil,F,180,85,Hamburguer,Chicago Fire,Boliche
6277,EUA,F,188,115,Pizza,Narcos,Boliche
6278,EUA,F,184,65,Acarajé,Chicago Fire,Boxe
6279,EUA,F,180,85,Hamburguer,Friends,Basquete
6280,EUA,M,192,100,Bagel,Narcos,Natação
6281,Brasil,M,196,90,Arroz Trop.,Friends,Futebol Am.
6282,EUA,M,176,105,Hamburguer,A Usurpadora,Atletismo
6283,Brasil,M,204,80,Arroz Trop.,Chaves,Basquete
6284,Brasil,M,184,105,Bagel,Law and Order,Futebol Am.
6285,EUA,M,200,105,Tacos,Friends,Futebol Am.
6286,EUA,F,176,90,Hamburguer,Jeopardy,Natação
6287,Brasil,M,192,85,Hamburguer,Jaspion,Natação
6288,EUA,M,180,70,Tacos,Chicago Fire,Luta Livre
6289,Brasil,F,180,90,Feijoada,Friends,MMA
6290,Brasil,F,180,75,Hamburguer,Friends,Boliche
6291,Brasil,M,192,90,Pizza,Chicago Fire,Basquete
6292,EUA,F,172,90,Clam Chowder,Jeopardy,Boxe
6293,Brasil,F,200,100,Bagel,Jeopardy,Natação
6294,EUA,M,192,100,Hamburguer,A Casa de Papel,Luta Livre
6295,Brasil,F,200,80,Clam Chowder,WWE Smackdown,Boxe
6296,EUA,M,168,95,Pizza,WWE Smackdown,Basquete
